Advertising,Digital Marketing,Sales,Marketing Research,Agency Fees,Training and Development,Promotions and Sponsorships
79.00,141.00,235.00,94.00,62.00,31.00,697.00
100.00,167.00,278.00,111.00,67.00,36.00,767.00
104.00,172.00,286.00,114.00,68.00,37.00,822.00
106.00,126.00,235.00,84.00,61.00,27.00,651.00
92.00,120.00,213.00,80.00,58.00,26.00,640.00
108.00,134.00,237.00,88.00,61.00,29.00,653.00
109.00,141.00,233.00,94.00,58.00,31.00,697.00
138.00,167.00,276.00,111.00,62.00,36.00,767.00
129.00,150.00,265.00,99.00,63.00,32.00,798.00
95.00,123.00,218.00,82.00,59.00,27.00,788.00
92.00,119.00,210.00,78.00,57.00,25.00,798.00
16.00,72.00,130.00,58.00,56.00,22.00,338.00
18.00,73.00,132.00,59.00,55.00,22.00,331.00
11.00,64.00,115.00,51.00,53.00,19.00,396.00
6.00,57.00,102.00,45.00,51.00,17.00,409.00
12.00,66.00,120.00,54.00,54.00,20.00,404.00
25.00,72.00,145.00,58.00,59.00,22.00,338.00
22.00,71.00,137.00,58.00,56.00,22.00,325.00
24.00,69.00,132.00,55.00,53.00,20.00,410.00
30.00,51.00,86.00,35.00,21.00,9.00,776.00
46.00,70.00,118.00,48.00,24.00,13.00,839.00
50.00,56.00,100.00,38.00,22.00,10.00,772.00
63.00,70.00,117.00,48.00,22.00,13.00,839.00
44.00,68.00,115.00,47.00,24.00,13.00,772.00
63.00,91.00,154.00,63.00,28.00,17.00,864.00
50.00,75.00,126.00,51.00,25.00,14.00,857.00
28.00,47.00,78.00,31.00,19.00,8.00,856.00
65.00,68.00,123.00,47.00,24.00,13.00,772.00
71.00,72.00,129.00,49.00,24.00,13.00,779.00
80.00,85.00,143.00,59.00,25.00,16.00,870.00
74.00,75.00,134.00,51.00,25.00,14.00,857.00
42.00,47.00,83.00,31.00,19.00,8.00,856.00
65.00,109.00,174.00,65.00,44.00,20.00,372.00
93.00,105.00,178.00,62.00,42.00,19.00,346.00
38.00,77.00,129.00,52.00,39.00,16.00,376.00
21.00,54.00,90.00,36.00,33.00,11.00,458.00
46.00,68.00,121.00,46.00,37.00,14.00,388.00
29.00,54.00,89.00,36.00,31.00,11.00,458.00
61.00,99.00,176.00,77.00,38.00,25.00,581.00
56.00,67.00,127.00,52.00,29.00,17.00,605.00
84.00,99.00,174.00,77.00,35.00,25.00,581.00
40.00,105.00,190.00,85.00,65.00,32.00,494.00
34.00,98.00,177.00,79.00,64.00,30.00,593.00
58.00,104.00,201.00,85.00,65.00,32.00,476.00
8.00,105.00,180.00,75.00,97.00,68.00,522.00
1.00,86.00,147.00,61.00,85.00,55.00,-906.00
12.00,105.00,201.00,75.00,102.00,68.00,522.00
1.00,84.00,153.00,60.00,83.00,54.00,-762.00
26.00,72.00,120.00,48.00,46.00,15.00,372.00
24.00,69.00,114.00,45.00,45.00,14.00,366.00
26.00,72.00,119.00,47.00,46.00,15.00,361.00
27.00,75.00,125.00,50.00,48.00,16.00,372.00
31.00,80.00,132.00,52.00,49.00,17.00,397.00
43.00,94.00,156.00,62.00,51.00,20.00,436.00
44.00,96.00,160.00,64.00,52.00,21.00,467.00
44.00,96.00,160.00,64.00,52.00,21.00,460.00
34.00,84.00,139.00,55.00,50.00,18.00,453.00
23.00,69.00,114.00,45.00,46.00,14.00,447.00
20.00,66.00,109.00,43.00,46.00,14.00,452.00
27.00,74.00,122.00,48.00,47.00,15.00,462.00
41.00,72.00,134.00,48.00,48.00,15.00,372.00
36.00,69.00,121.00,45.00,45.00,14.00,366.00
39.00,72.00,127.00,47.00,46.00,15.00,361.00
40.00,75.00,133.00,50.00,48.00,16.00,372.00
43.00,80.00,131.00,52.00,46.00,17.00,397.00
59.00,94.00,155.00,62.00,47.00,20.00,436.00
61.00,96.00,159.00,64.00,48.00,21.00,467.00
61.00,96.00,159.00,64.00,48.00,21.00,460.00
50.00,84.00,148.00,55.00,50.00,18.00,453.00
34.00,69.00,121.00,45.00,46.00,14.00,447.00
30.00,66.00,116.00,43.00,46.00,14.00,452.00
40.00,74.00,130.00,48.00,47.00,15.00,462.00
-39.00,11.00,99.00,88.00,50.00,27.00,525.00
-31.00,18.00,102.00,84.00,49.00,26.00,625.00
-33.00,18.00,106.00,88.00,51.00,27.00,715.00
-11.00,40.00,133.00,93.00,51.00,28.00,840.00
-15.00,38.00,136.00,98.00,53.00,30.00,973.00
-34.00,25.00,141.00,116.00,59.00,35.00,1142.00
-11.00,49.00,169.00,120.00,60.00,37.00,1334.00
-42.00,19.00,139.00,120.00,61.00,37.00,1439.00
-44.00,11.00,115.00,104.00,55.00,32.00,1574.00
-26.00,23.00,109.00,86.00,49.00,26.00,1698.00
-8.00,40.00,122.00,82.00,48.00,25.00,1804.00
16.00,68.00,160.00,92.00,52.00,28.00,1898.00
-61.00,11.00,111.00,88.00,52.00,27.00,525.00
-46.00,18.00,109.00,84.00,49.00,26.00,625.00
-49.00,18.00,113.00,88.00,51.00,27.00,715.00
-16.00,40.00,142.00,93.00,51.00,28.00,840.00
-21.00,38.00,135.00,98.00,49.00,30.00,973.00
-47.00,25.00,140.00,116.00,55.00,35.00,1142.00
-15.00,49.00,167.00,120.00,56.00,37.00,1334.00
-58.00,19.00,138.00,120.00,57.00,37.00,1439.00
-65.00,11.00,123.00,104.00,55.00,32.00,1574.00
-39.00,23.00,116.00,86.00,49.00,26.00,1698.00
-12.00,40.00,130.00,82.00,48.00,25.00,1804.00
24.00,68.00,171.00,92.00,52.00,28.00,1898.00
-10.00,53.00,90.00,37.00,63.00,34.00,261.00
-7.00,61.00,104.00,43.00,68.00,39.00,256.00
-7.00,63.00,107.00,44.00,70.00,40.00,251.00
-6.00,63.00,107.00,44.00,69.00,40.00,261.00
-7.00,61.00,104.00,43.00,68.00,39.00,282.00
-3.00,73.00,125.00,52.00,76.00,47.00,313.00
-1.00,82.00,141.00,59.00,83.00,53.00,338.00
2.00,88.00,151.00,63.00,86.00,57.00,332.00
-8.00,62.00,106.00,44.00,70.00,40.00,325.00
-6.00,64.00,109.00,45.00,70.00,41.00,320.00
-7.00,62.00,106.00,44.00,69.00,40.00,325.00
-5.00,69.00,118.00,49.00,74.00,44.00,335.00
-16.00,53.00,101.00,37.00,66.00,34.00,261.00
-10.00,61.00,111.00,43.00,68.00,39.00,256.00
-10.00,63.00,114.00,44.00,70.00,40.00,251.00
-9.00,63.00,114.00,44.00,69.00,40.00,261.00
-10.00,61.00,103.00,43.00,63.00,39.00,282.00
-4.00,73.00,124.00,52.00,71.00,47.00,313.00
-1.00,82.00,140.00,59.00,77.00,53.00,338.00
3.00,88.00,150.00,63.00,80.00,57.00,332.00
-12.00,62.00,113.00,44.00,70.00,40.00,325.00
-9.00,64.00,116.00,45.00,70.00,41.00,320.00
-10.00,62.00,113.00,44.00,69.00,40.00,325.00
-7.00,69.00,126.00,49.00,74.00,44.00,335.00
9.00,47.00,82.00,35.00,38.00,11.00,196.00
8.00,47.00,82.00,35.00,39.00,11.00,191.00
11.00,49.00,85.00,36.00,38.00,11.00,187.00
12.00,51.00,88.00,37.00,39.00,12.00,195.00
14.00,53.00,92.00,39.00,39.00,12.00,212.00
14.00,55.00,96.00,41.00,41.00,13.00,239.00
18.00,59.00,103.00,44.00,41.00,14.00,258.00
18.00,60.00,105.00,45.00,42.00,14.00,253.00
13.00,52.00,91.00,39.00,39.00,12.00,248.00
14.00,53.00,92.00,39.00,39.00,12.00,244.00
8.00,47.00,82.00,35.00,39.00,11.00,248.00
12.00,51.00,89.00,38.00,39.00,12.00,256.00
14.00,47.00,92.00,35.00,40.00,11.00,196.00
12.00,47.00,87.00,35.00,39.00,11.00,191.00
16.00,49.00,91.00,36.00,38.00,11.00,187.00
18.00,51.00,94.00,37.00,39.00,12.00,195.00
19.00,53.00,91.00,39.00,36.00,12.00,212.00
19.00,55.00,95.00,41.00,38.00,13.00,239.00
25.00,59.00,102.00,44.00,38.00,14.00,258.00
25.00,60.00,104.00,45.00,39.00,14.00,253.00
19.00,52.00,97.00,39.00,39.00,12.00,248.00
21.00,53.00,98.00,39.00,39.00,12.00,244.00
12.00,47.00,87.00,35.00,39.00,11.00,248.00
18.00,51.00,95.00,38.00,39.00,12.00,256.00
11.00,27.00,45.00,18.00,16.00,5.00,821.00
10.00,27.00,45.00,18.00,17.00,5.00,818.00
10.00,27.00,45.00,18.00,17.00,5.00,816.00
12.00,28.00,47.00,19.00,16.00,5.00,820.00
12.00,29.00,49.00,20.00,17.00,5.00,829.00
18.00,35.00,58.00,23.00,17.00,6.00,843.00
17.00,36.00,61.00,25.00,19.00,7.00,854.00
19.00,38.00,63.00,25.00,19.00,7.00,851.00
13.00,29.00,48.00,19.00,16.00,5.00,848.00
14.00,31.00,52.00,21.00,17.00,5.00,846.00
9.00,24.00,39.00,15.00,15.00,4.00,848.00
9.00,25.00,41.00,16.00,16.00,4.00,851.00
17.00,27.00,50.00,18.00,17.00,5.00,821.00
15.00,27.00,48.00,18.00,17.00,5.00,818.00
15.00,27.00,48.00,18.00,17.00,5.00,816.00
18.00,28.00,50.00,19.00,16.00,5.00,820.00
17.00,29.00,49.00,20.00,16.00,5.00,829.00
25.00,35.00,57.00,23.00,16.00,6.00,843.00
23.00,36.00,60.00,25.00,18.00,7.00,854.00
26.00,38.00,62.00,25.00,18.00,7.00,851.00
19.00,29.00,51.00,19.00,16.00,5.00,848.00
21.00,31.00,55.00,21.00,17.00,5.00,846.00
13.00,24.00,42.00,15.00,15.00,4.00,848.00
13.00,25.00,44.00,16.00,16.00,4.00,851.00
4.00,34.00,62.00,28.00,30.00,8.00,965.00
5.00,35.00,63.00,28.00,30.00,8.00,961.00
5.00,35.00,63.00,28.00,30.00,8.00,958.00
3.00,33.00,61.00,28.00,30.00,8.00,964.00
7.00,37.00,68.00,31.00,30.00,9.00,976.00
8.00,38.00,70.00,32.00,30.00,9.00,996.00
10.00,41.00,75.00,34.00,31.00,10.00,1010.00
15.00,49.00,90.00,41.00,34.00,12.00,1007.00
8.00,39.00,72.00,33.00,31.00,10.00,1003.00
6.00,37.00,68.00,31.00,31.00,9.00,1000.00
5.00,35.00,64.00,29.00,30.00,8.00,1003.00
7.00,38.00,69.00,31.00,31.00,9.00,1009.00
6.00,34.00,69.00,28.00,32.00,8.00,965.00
7.00,35.00,67.00,28.00,30.00,8.00,961.00
7.00,35.00,67.00,28.00,30.00,8.00,958.00
4.00,33.00,65.00,28.00,30.00,8.00,964.00
10.00,37.00,67.00,31.00,28.00,9.00,976.00
11.00,38.00,69.00,32.00,28.00,9.00,996.00
14.00,41.00,74.00,34.00,29.00,10.00,1010.00
21.00,49.00,89.00,41.00,32.00,12.00,1007.00
12.00,39.00,77.00,33.00,31.00,10.00,1003.00
9.00,37.00,72.00,31.00,31.00,9.00,1000.00
7.00,35.00,68.00,29.00,30.00,8.00,1003.00
10.00,38.00,74.00,31.00,31.00,9.00,1009.00
-8.00,36.00,65.00,29.00,44.00,11.00,169.00
-7.00,38.00,68.00,30.00,45.00,11.00,104.00
-3.00,42.00,75.00,33.00,45.00,12.00,36.00
-9.00,36.00,65.00,29.00,45.00,11.00,-39.00
-4.00,42.00,76.00,34.00,46.00,12.00,-104.00
-3.00,43.00,78.00,35.00,46.00,13.00,-180.00
1.00,49.00,89.00,40.00,48.00,15.00,-258.00
-8.00,36.00,65.00,29.00,44.00,11.00,-347.00
-12.00,30.00,54.00,24.00,42.00,9.00,-412.00
-12.00,31.00,56.00,25.00,43.00,9.00,-466.00
-4.00,42.00,76.00,34.00,46.00,12.00,-522.00
-15.00,25.00,45.00,20.00,40.00,7.00,-598.00
-12.00,36.00,73.00,29.00,46.00,11.00,169.00
-10.00,38.00,72.00,30.00,45.00,11.00,104.00
-4.00,42.00,80.00,33.00,45.00,12.00,36.00
-13.00,36.00,69.00,29.00,45.00,11.00,-39.00
-6.00,42.00,75.00,34.00,43.00,12.00,-104.00
-4.00,43.00,77.00,35.00,43.00,13.00,-180.00
1.00,49.00,88.00,40.00,45.00,15.00,-258.00
-11.00,36.00,64.00,29.00,41.00,11.00,-347.00
-18.00,30.00,58.00,24.00,42.00,9.00,-412.00
-18.00,31.00,60.00,25.00,43.00,9.00,-466.00
-6.00,42.00,81.00,34.00,46.00,12.00,-522.00
-22.00,25.00,48.00,20.00,40.00,7.00,-598.00
564.00,613.00,665.00,52.00,49.00,17.00,-1493.00
563.00,612.00,664.00,52.00,49.00,17.00,-2033.00
9.00,25.00,41.00,16.00,16.00,4.00,484.00
-4.00,74.00,128.00,54.00,78.00,49.00,451.00
-4.00,73.00,125.00,52.00,77.00,47.00,446.00
-31.00,46.00,98.00,52.00,77.00,47.00,520.00
16.00,71.00,129.00,58.00,55.00,22.00,325.00
13.00,67.00,121.00,54.00,54.00,20.00,337.00
7.00,57.00,103.00,46.00,50.00,17.00,422.00
27.00,73.00,141.00,59.00,55.00,22.00,331.00
29.00,48.00,80.00,32.00,19.00,8.00,821.00
16.00,33.00,55.00,22.00,17.00,6.00,865.00
20.00,39.00,66.00,27.00,19.00,7.00,859.00
42.00,48.00,85.00,32.00,20.00,8.00,817.00
22.00,33.00,55.00,22.00,16.00,6.00,865.00
99.00,170.00,340.00,170.00,71.00,47.00,1073.00
94.00,163.00,325.00,162.00,69.00,45.00,1059.00
108.00,182.00,363.00,181.00,74.00,50.00,1283.00
140.00,163.00,346.00,162.00,69.00,45.00,1091.00
137.00,161.00,343.00,161.00,69.00,45.00,1267.00
44.00,84.00,142.00,58.00,40.00,18.00,331.00
54.00,100.00,169.00,69.00,46.00,22.00,340.00
76.00,125.00,211.00,86.00,49.00,27.00,454.00
71.00,89.00,160.00,61.00,41.00,19.00,325.00
9.00,111.00,190.00,79.00,102.00,72.00,551.00
20.00,145.00,250.00,105.00,125.00,95.00,716.00
14.00,111.00,213.00,79.00,107.00,72.00,551.00
24.00,130.00,239.00,94.00,114.00,85.00,694.00
-4.00,75.00,127.00,53.00,73.00,48.00,597.00
1.00,86.00,157.00,61.00,85.00,55.00,613.00
-4.00,76.00,140.00,55.00,79.00,49.00,627.00
23.00,80.00,145.00,65.00,57.00,24.00,403.00
34.00,80.00,155.00,65.00,57.00,24.00,403.00
41.00,84.00,154.00,70.00,43.00,21.00,957.00
105.00,174.00,289.00,115.00,69.00,37.00,1166.00
179.00,186.00,347.00,124.00,75.00,40.00,961.00
135.00,165.00,273.00,110.00,62.00,36.00,1020.00
135.00,155.00,275.00,103.00,64.00,33.00,1130.00
34.00,56.00,94.00,38.00,22.00,10.00,772.00
30.00,51.00,86.00,35.00,21.00,9.00,776.00
40.00,64.00,107.00,43.00,24.00,12.00,822.00
37.00,59.00,99.00,40.00,22.00,11.00,843.00
44.00,68.00,115.00,47.00,24.00,13.00,834.00
50.00,56.00,100.00,38.00,22.00,10.00,772.00
43.00,49.00,87.00,33.00,20.00,9.00,768.00
70.00,71.00,127.00,48.00,24.00,13.00,829.00
44.00,82.00,130.00,48.00,38.00,14.00,351.00
29.00,65.00,104.00,39.00,36.00,12.00,380.00
30.00,66.00,107.00,41.00,36.00,12.00,320.00
73.00,88.00,150.00,53.00,39.00,16.00,321.00
20.00,54.00,90.00,36.00,34.00,11.00,462.00
28.00,63.00,106.00,43.00,35.00,13.00,466.00
28.00,54.00,89.00,36.00,32.00,11.00,462.00
46.00,67.00,120.00,46.00,36.00,14.00,454.00
46.00,67.00,120.00,46.00,36.00,14.00,449.00
47.00,62.00,109.00,48.00,26.00,15.00,593.00
83.00,110.00,194.00,72.00,54.00,23.00,650.00
70.00,101.00,179.00,67.00,54.00,22.00,677.00
102.00,139.00,234.00,95.00,37.00,26.00,821.00
258.00,265.00,522.00,225.00,91.00,69.00,1272.00
135.00,126.00,227.00,87.00,35.00,24.00,756.00
228.00,261.00,516.00,260.00,89.00,72.00,1715.00
148.00,130.00,245.00,89.00,37.00,24.00,777.00
105.00,145.00,245.00,100.00,40.00,28.00,598.00
42.00,74.00,137.00,55.00,46.00,18.00,336.00
25.00,61.00,103.00,42.00,36.00,13.00,384.00
58.00,114.00,189.00,75.00,56.00,24.00,378.00
47.00,101.00,168.00,67.00,54.00,22.00,-1239.00
24.00,68.00,118.00,50.00,44.00,16.00,397.00
29.00,73.00,127.00,54.00,44.00,17.00,424.00
33.00,68.00,117.00,50.00,41.00,16.00,397.00
28.00,63.00,109.00,47.00,40.00,15.00,420.00
38.00,76.00,128.00,52.00,38.00,16.00,357.00
27.00,64.00,107.00,43.00,37.00,13.00,363.00
24.00,61.00,103.00,42.00,37.00,13.00,384.00
18.00,51.00,85.00,34.00,33.00,10.00,432.00
-4.00,73.00,125.00,52.00,77.00,47.00,421.00
-3.00,73.00,125.00,52.00,76.00,47.00,433.00
0.00,87.00,168.00,63.00,91.00,57.00,435.00
-4.00,75.00,137.00,54.00,78.00,49.00,427.00
-4.00,73.00,133.00,52.00,76.00,47.00,433.00
-15.00,52.00,88.00,37.00,59.00,33.00,513.00
-9.00,65.00,119.00,47.00,71.00,42.00,521.00
94.00,163.00,325.00,162.00,69.00,45.00,1059.00
81.00,146.00,291.00,145.00,65.00,40.00,1292.00
87.00,155.00,310.00,155.00,68.00,43.00,1280.00
145.00,170.00,362.00,170.00,72.00,47.00,1073.00
112.00,146.00,288.00,145.00,60.00,40.00,1292.00
137.00,161.00,343.00,161.00,69.00,45.00,1267.00
11.00,64.00,115.00,51.00,53.00,19.00,419.00
27.00,73.00,141.00,59.00,55.00,22.00,331.00
12.00,26.00,44.00,18.00,16.00,5.00,486.00
12.00,25.00,41.00,16.00,15.00,4.00,484.00
21.00,30.00,53.00,20.00,16.00,5.00,482.00
18.00,36.00,60.00,24.00,18.00,6.00,856.00
20.00,39.00,66.00,27.00,19.00,7.00,859.00
42.00,48.00,85.00,32.00,20.00,8.00,817.00
42.00,47.00,84.00,32.00,19.00,8.00,813.00
25.00,36.00,59.00,24.00,17.00,6.00,856.00
22.00,33.00,55.00,22.00,16.00,6.00,865.00
68.00,126.00,210.00,84.00,58.00,27.00,632.00
99.00,167.00,278.00,111.00,68.00,36.00,767.00
72.00,133.00,221.00,88.00,61.00,29.00,817.00
106.00,126.00,235.00,84.00,61.00,27.00,651.00
101.00,126.00,224.00,84.00,58.00,27.00,632.00
109.00,141.00,233.00,94.00,58.00,31.00,697.00
107.00,133.00,236.00,88.00,61.00,29.00,817.00
71.00,120.00,206.00,86.00,49.00,26.00,490.00
74.00,125.00,214.00,89.00,51.00,27.00,481.00
101.00,159.00,273.00,114.00,58.00,35.00,555.00
128.00,195.00,336.00,141.00,67.00,43.00,692.00
81.00,134.00,230.00,96.00,53.00,29.00,666.00
139.00,159.00,271.00,114.00,54.00,35.00,555.00
180.00,186.00,341.00,134.00,65.00,41.00,690.00
11.00,28.00,47.00,19.00,17.00,5.00,820.00
16.00,28.00,50.00,19.00,17.00,5.00,820.00
22.00,31.00,55.00,21.00,16.00,5.00,846.00
3.00,33.00,61.00,28.00,30.00,8.00,964.00
7.00,37.00,68.00,31.00,30.00,9.00,976.00
7.00,37.00,68.00,31.00,30.00,9.00,1000.00
9.00,35.00,67.00,28.00,29.00,8.00,958.00
10.00,39.00,77.00,33.00,32.00,10.00,1003.00
10.00,37.00,72.00,31.00,30.00,9.00,1000.00
7.00,35.00,68.00,29.00,30.00,8.00,1003.00
11.00,30.00,52.00,22.00,19.00,7.00,611.00
19.00,31.00,60.00,23.00,20.00,7.00,623.00
15.00,30.00,52.00,22.00,18.00,7.00,611.00
15.00,30.00,52.00,22.00,18.00,7.00,608.00
15.00,32.00,53.00,21.00,17.00,5.00,798.00
18.00,35.00,58.00,23.00,17.00,6.00,803.00
16.00,34.00,56.00,22.00,18.00,6.00,802.00
17.00,35.00,58.00,23.00,18.00,6.00,807.00
13.00,25.00,44.00,16.00,16.00,4.00,772.00
15.00,26.00,46.00,17.00,16.00,4.00,776.00
17.00,29.00,49.00,20.00,16.00,5.00,784.00
24.00,34.00,60.00,22.00,18.00,6.00,802.00
25.00,35.00,62.00,23.00,18.00,6.00,807.00
31.00,43.00,43.00,0.00,12.00,0.00,645.00
31.00,43.00,43.00,0.00,12.00,0.00,516.00
16.00,26.00,48.00,17.00,17.00,4.00,777.00
46.00,43.00,46.00,0.00,12.00,0.00,387.00
362.00,392.00,681.00,295.00,121.00,97.00,1714.00
321.00,329.00,614.00,247.00,113.00,81.00,1744.00
122.00,185.00,312.00,127.00,63.00,40.00,671.00
208.00,222.00,373.00,154.00,66.00,49.00,817.00
171.00,176.00,318.00,122.00,61.00,39.00,801.00
169.00,176.00,318.00,122.00,62.00,39.00,789.00
183.00,185.00,332.00,127.00,62.00,40.00,830.00
148.00,239.00,478.00,239.00,91.00,66.00,1417.00
167.00,266.00,532.00,266.00,99.00,74.00,1819.00
167.00,266.00,532.00,266.00,99.00,74.00,1797.00
221.00,239.00,509.00,239.00,90.00,66.00,1755.00
169.00,294.00,534.00,240.00,125.00,91.00,1391.00
175.00,301.00,546.00,245.00,126.00,93.00,1369.00
186.00,318.00,578.00,260.00,132.00,98.00,1423.00
207.00,348.00,632.00,284.00,141.00,107.00,1809.00
262.00,324.00,584.00,265.00,125.00,100.00,1538.00
272.00,332.00,598.00,271.00,126.00,102.00,1714.00
272.00,332.00,597.00,270.00,126.00,102.00,1834.00
286.00,348.00,626.00,284.00,131.00,107.00,1809.00
272.00,312.00,604.00,255.00,129.00,96.00,1756.00
463.00,474.00,842.00,316.00,162.00,110.00,2580.00
89.00,124.00,210.00,86.00,35.00,24.00,499.00
-268.00,-44.00,68.00,105.00,134.00,95.00,725.00
141.00,268.00,513.00,245.00,127.00,93.00,1471.00
388.00,523.00,793.00,270.00,135.00,102.00,1781.00
173.00,238.00,540.00,245.00,133.00,93.00,1419.00
536.00,523.00,786.00,270.00,126.00,102.00,1781.00
-176.00,-27.00,201.00,207.00,90.00,64.00,965.00
133.00,178.00,301.00,123.00,45.00,34.00,947.00
115.00,157.00,265.00,108.00,42.00,30.00,971.00
155.00,152.00,254.00,104.00,37.00,29.00,871.00
125.00,117.00,211.00,81.00,33.00,22.00,984.00
235.00,325.00,564.00,239.00,90.00,66.00,1262.00
273.00,262.00,548.00,228.00,91.00,63.00,1459.00
258.00,283.00,538.00,260.00,89.00,72.00,1271.00
332.00,318.00,604.00,249.00,94.00,69.00,1286.00
408.00,407.00,759.00,271.00,152.00,94.00,2101.00
410.00,428.00,759.00,284.00,152.00,99.00,2108.00
83.00,117.00,198.00,81.00,34.00,22.00,441.00
78.00,111.00,187.00,76.00,33.00,21.00,580.00
52.00,79.00,133.00,54.00,27.00,15.00,601.00
123.00,117.00,211.00,81.00,34.00,22.00,460.00
-284.00,-95.00,78.00,173.00,189.00,156.00,2615.00
-292.00,-53.00,72.00,121.00,144.00,110.00,2932.00
131.00,255.00,495.00,240.00,124.00,91.00,1454.00
194.00,255.00,528.00,240.00,124.00,91.00,1454.00
348.00,386.00,645.00,265.00,125.00,100.00,1613.00
-232.00,-65.00,171.00,225.00,91.00,69.00,4742.00
112.00,152.00,256.00,104.00,40.00,29.00,871.00
84.00,117.00,198.00,81.00,33.00,22.00,984.00
105.00,144.00,243.00,99.00,39.00,27.00,766.00
111.00,152.00,256.00,104.00,41.00,29.00,952.00
133.00,179.00,302.00,123.00,46.00,34.00,928.00
197.00,179.00,322.00,123.00,46.00,34.00,928.00
197.00,179.00,322.00,123.00,46.00,34.00,959.00
463.00,407.00,700.00,250.00,95.00,70.00,723.00
493.00,534.00,882.00,356.00,165.00,124.00,2476.00
402.00,420.00,745.00,279.00,149.00,97.00,2642.00
-189.00,-30.00,165.00,196.00,100.00,64.00,3139.00
86.00,114.00,201.00,75.00,56.00,24.00,549.00
58.00,90.00,160.00,60.00,51.00,19.00,656.00
50.00,239.00,412.00,173.00,189.00,156.00,927.00
31.00,187.00,322.00,135.00,156.00,122.00,940.00
26.00,145.00,280.00,105.00,134.00,95.00,725.00
46.00,187.00,343.00,135.00,156.00,122.00,940.00
326.00,336.00,628.00,253.00,116.00,83.00,1686.00
249.00,245.00,506.00,207.00,89.00,64.00,965.00
68.00,107.00,190.00,83.00,39.00,27.00,613.00
92.00,107.00,188.00,83.00,37.00,27.00,584.00
39.00,51.00,96.00,39.00,25.00,12.00,541.00
153.00,152.00,254.00,104.00,38.00,29.00,821.00
83.00,117.00,198.00,81.00,34.00,22.00,460.00
89.00,124.00,210.00,86.00,35.00,24.00,499.00
1.00,87.00,150.00,63.00,86.00,57.00,435.00
-6.00,63.00,107.00,44.00,69.00,40.00,496.00
-11.00,52.00,89.00,37.00,63.00,33.00,513.00
-3.00,74.00,126.00,52.00,77.00,47.00,509.00
-4.00,73.00,125.00,52.00,77.00,47.00,509.00
-6.00,75.00,137.00,54.00,79.00,49.00,427.00
-10.00,65.00,119.00,47.00,72.00,42.00,521.00
18.00,80.00,137.00,57.00,62.00,18.00,469.00
12.00,70.00,127.00,49.00,62.00,16.00,399.00
0.00,55.00,93.00,39.00,51.00,12.00,478.00
27.00,80.00,146.00,57.00,62.00,18.00,469.00
21.00,75.00,136.00,53.00,61.00,17.00,470.00
1.00,57.00,104.00,41.00,56.00,13.00,482.00
20.00,55.00,93.00,38.00,35.00,12.00,414.00
19.00,51.00,85.00,34.00,32.00,10.00,428.00
42.00,64.00,114.00,43.00,36.00,13.00,363.00
25.00,51.00,84.00,34.00,31.00,10.00,432.00
37.00,60.00,108.00,41.00,35.00,13.00,435.00
67.00,116.00,200.00,84.00,49.00,26.00,500.00
74.00,125.00,214.00,89.00,51.00,27.00,481.00
102.00,161.00,277.00,116.00,59.00,35.00,678.00
81.00,134.00,230.00,96.00,53.00,29.00,666.00
104.00,116.00,224.00,84.00,51.00,26.00,500.00
139.00,159.00,271.00,114.00,54.00,35.00,555.00
178.00,195.00,333.00,141.00,61.00,43.00,692.00
113.00,127.00,232.00,91.00,51.00,28.00,656.00
33.00,80.00,140.00,60.00,47.00,19.00,329.00
27.00,71.00,123.00,52.00,44.00,17.00,361.00
28.00,72.00,125.00,53.00,44.00,17.00,410.00
49.00,80.00,149.00,60.00,47.00,19.00,329.00
33.00,68.00,117.00,50.00,41.00,16.00,397.00
40.00,71.00,131.00,52.00,44.00,17.00,405.00
49.00,79.00,147.00,59.00,46.00,19.00,411.00
83.00,149.00,298.00,149.00,66.00,41.00,1156.00
83.00,149.00,298.00,149.00,66.00,41.00,1245.00
81.00,146.00,291.00,145.00,65.00,40.00,1304.00
87.00,155.00,310.00,155.00,68.00,43.00,1280.00
115.00,149.00,295.00,149.00,61.00,41.00,1156.00
112.00,146.00,288.00,145.00,60.00,40.00,1292.00
33.00,55.00,92.00,37.00,22.00,10.00,768.00
17.00,36.00,61.00,25.00,19.00,7.00,823.00
19.00,36.00,60.00,24.00,17.00,6.00,829.00
30.00,41.00,68.00,28.00,18.00,7.00,816.00
28.00,38.00,67.00,25.00,19.00,7.00,823.00
30.00,56.00,100.00,44.00,26.00,14.00,618.00
53.00,87.00,155.00,68.00,34.00,22.00,587.00
66.00,104.00,185.00,81.00,38.00,26.00,551.00
47.00,60.00,113.00,46.00,28.00,15.00,608.00
41.00,56.00,98.00,43.00,24.00,14.00,602.00
73.00,87.00,154.00,68.00,32.00,22.00,587.00
70.00,79.00,149.00,61.00,32.00,20.00,579.00
108.00,115.00,218.00,90.00,42.00,29.00,572.00
104.00,112.00,213.00,88.00,42.00,29.00,561.00
17.00,34.00,56.00,22.00,17.00,6.00,452.00
9.00,26.00,44.00,18.00,17.00,5.00,486.00
13.00,30.00,50.00,20.00,17.00,5.00,482.00
16.00,32.00,53.00,21.00,16.00,5.00,480.00
28.00,48.00,80.00,32.00,20.00,8.00,482.00
44.00,48.00,90.00,32.00,21.00,8.00,456.00
24.00,32.00,56.00,21.00,16.00,5.00,449.00
